Date,Open,High,Low,Close,Adj Close,Volume
09/12/02,50.75,51.724998,48.025002,48.5,35.993355,975768
10/12/02,47.625,50.5,47.275002,49.612499,36.81897,837808
11/12/02,51,53.987499,50.75,51.950001,38.553696,3286400
12/12/02,52,54,52,52.375,38.869102,2568024
13/12/02,53,53.674999,52.275002,52.587502,39.026814,1112288
16/12/02,53.25,53.674999,50.025002,50.325001,37.347755,1231456
17/12/02,51.275002,51.275002,48.900002,49.400002,36.661278,855656
18/12/02,49.950001,50.724998,48.599998,48.9375,36.318024,618096
19/12/02,49.924999,54.375,49.375,53.075001,39.388596,3770256
20/12/02,53.75,54.950001,52.5,53.512501,39.713291,2952072
23/12/02,53.75,53.762501,51.25,51.612499,38.303223,1277744
24/12/02,51.75,54,51.5625,53.737499,39.88026,1729840
25/12/02,53.737499,53.737499,53.737499,53.737499,39.88026,0
26/12/02,54.150002,55.950001,53.25,55.262501,41.012005,2894448
27/12/02,55.650002,55.875,53.787498,54.012501,40.084354,956984
30/12/02,54,57.724998,52.762501,57.150002,42.412788,4253744
31/12/02,57.525002,61.087502,56,60.112499,44.611359,9998480
01/01/03,59.987499,61.974998,59.987499,61.087502,45.334908,6027072
02/01/03,61.525002,62.924999,57.912498,58.299999,43.266228,5325328
03/01/03,60,61.049999,58.5,59.012501,43.794987,4198040
06/01/03,59.924999,60.1875,56.875,57.262501,42.496277,4121520
07/01/03,58,58.5,56.0625,56.599998,42.004616,2650800
08/01/03,57.349998,59.150002,56.924999,58.625,43.507416,2648456
09/01/03,59,60.150002,58.450001,59.200001,43.934158,2630400
10/01/03,60,60,55.262501,55.575001,41.243946,1702816
13/01/03,56.224998,56.75,54.25,56.137501,41.661381,2421496
14/01/03,56.724998,58.625,56.5,56.887501,42.217979,2239360
15/01/03,57.349998,58.625,57.025002,58.025002,43.062153,2759760
16/01/03,58.462502,60.200001,57.525002,58.849998,43.674393,2842656
17/01/03,58.125,59,57.275002,57.525002,42.691093,1284144
20/01/03,57.25,57.474998,55.275002,55.6875,41.327412,928872
21/01/03,55.762501,56.5625,54,54.237499,40.251324,1147240
22/01/03,54.700001,55.75,54.075001,54.474998,40.427578,1081352
23/01/03,53.75,54.474998,51.775002,52.474998,38.943314,1001872
24/01/03,52.625,53.474998,49.887501,50.599998,37.551819,1436848
27/01/03,48,49.974998,46.275002,47.075001,34.935825,916832
28/01/03,48.137501,50.75,46.25,50.362499,37.37558,2043224
29/01/03,50.525002,51.25,48.549999,48.9375,36.318024,1370440
30/01/03,48.775002,51.099998,48.775002,49.6875,36.874645,1203464
31/01/03,48.75,50.112499,48.174999,48.487499,35.984074,1083040
03/02/03,48.8125,52.474998,48.625,52.1875,38.729969,1566808
04/02/03,52.25,53.474998,50.012501,50.549999,37.514717,1311144
05/02/03,49.75,50.5,48.837502,49.612499,36.81897,845080
06/02/03,49.6875,50.900002,49.125,50.612499,37.561092,946624
07/02/03,50.137501,51.912498,49.5625,50.125,37.199326,1023440
10/02/03,49.5,50.224998,48.299999,48.462502,35.965515,449688
11/02/03,48.5,49.737499,47.75,48.025002,35.640827,701960
12/02/03,48.525002,48.75,47.025002,47.387501,35.167732,459064
13/02/03,47.387501,47.387501,47.387501,47.387501,35.167732,0
14/02/03,45.637501,47.849998,44.5625,44.987499,33.386631,790336
17/02/03,46.25,48,45.787498,47.849998,35.510967,795272
18/02/03,48.599998,49,47.325001,47.5625,35.297604,819688
19/02/03,48.25,48.462502,47.412498,47.587502,35.31617,455960
20/02/03,46.400002,47.737499,45.825001,47.4375,35.20483,542944
21/02/03,47.5,47.950001,46.424999,46.612499,34.592575,494544
24/02/03,47.737499,47.737499,46.5,46.900002,34.805958,326488
25/02/03,45.387501,47,45.387501,45.799999,33.989586,264440
26/02/03,46.275002,46.950001,44.650002,45,33.395885,422312
27/02/03,44.75,46.450001,44.700001,45.6875,33.90612,280480
28/02/03,47.387501,48.5,46.049999,48.049999,35.659386,694688
03/03/03,46.275002,48.987499,46.275002,47.525002,35.269779,500896
04/03/03,47,47,46,46.337502,34.3885,255760
05/03/03,45.825001,47,44.9375,46.525002,34.527641,471552
06/03/03,46.900002,46.900002,45,45.262501,33.590714,265080
07/03/03,45.974998,45.974998,43.8125,44,32.653763,518664
10/03/03,43.837502,44.25,40.375,41.025002,30.445923,346400
11/03/03,40,43.450001,39.575001,42.012501,31.178785,497168
12/03/03,43.174999,43.174999,41.200001,41.387501,30.714941,481872
13/03/03,42.212502,42.724998,41,41.924999,31.113838,390112
14/03/03,41.924999,41.924999,41.924999,41.924999,31.113838,0
17/03/03,40.775002,43,40.275002,41.799999,31.021078,373856
18/03/03,41.799999,41.799999,41.799999,41.799999,31.021078,0
19/03/03,42.875,43.25,41.3125,41.712502,30.956146,374256
20/03/03,41.875,43,41,42.724998,31.707563,537616
21/03/03,42.724998,42.724998,42.724998,42.724998,31.707563,0
24/03/03,43.375,43.75,41.25,41.587502,30.863375,328920
25/03/03,42.474998,42.474998,40.125,40.987499,30.418093,351496
26/03/03,42.25,42.25,40.125,40.799999,30.278931,260264
27/03/03,40.474998,41,40,40.412498,29.991356,241056
28/03/03,41.5,41.5,40,40.174999,29.815104,218000
31/03/03,32.474998,39.712502,32.474998,38.387501,28.488548,230712
01/04/03,null,null,null,null,null,null
02/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/04/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/05/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/06/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
31/07/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/08/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/09/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
31/10/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/11/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
31/12/03,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
07/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
14/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
21/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
28/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
29/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
30/01/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
06/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
13/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
20/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
27/02/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
01/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
02/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
03/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
04/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
05/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
08/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
09/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
10/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
11/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
12/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
15/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
16/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
17/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
18/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
19/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
22/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
23/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
24/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
25/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
26/03/04,38.387501,38.387501,38.387501,38.387501,28.488548,0
